artist_name,track_name,track_id,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
Lil Peep,M.O.S. [battery full],5TIT1Ar6BuHBDug67i531X,61,0.64,0.43,-10.125,0.06,0.0141,0.000554,0.155,114.916
Madison Beer,Good In Goodbye,1GVF9369j7InydwGztCDIZ,77,0.658,0.698,-5.95,0.177,0.433,0,0.457,139.054
Diplo,Heartless (with Julia Michaels & Morgan Wallen),4uNV7GyGEBZzPDdetEEvhS,74,0.647,0.553,-6.35,0.0421,0.215,0,0.272,110.949
Hailee Steinfeld,Wrong Direction,7GCVboEDzfL3NKp1NrAgHR,77,0.378,0.388,-9.017,0.036,0.472,0,0.188,72.293
Yung Gravy,Welcome to Chilis,7BYppcUTuG5ysmaJlGSt3t,74,0.839,0.454,-9.09,0.157,0.359,0,0.804,159.987
Sam Smith,To Die For - Ólafur Arnalds Remix,5TAKAAtBgqcylTFei8fFGg,60,0.204,0.282,-9.774,0.035,0.938,0.000388,0.128,169.386
Myke Towers,Girl,43NqTeL8pgBxKHPMiJKUP5,85,0.733,0.708,-4.957,0.0937,0.0325,0.000327,0.694,93.021
BTS,Respect,37TSJmYKLxXmx8OehFpqMN,78,0.661,0.84,-4.805,0.116,0.00485,0,0.524,91.457
A Boogie Wit da Hoodie,Reply (feat. Lil Uzi Vert),1njRzdfGNUY2RZU0lVO787,72,0.512,0.623,-6.553,0.0808,0.0187,0,0.219,112.15
Alec Benjamin,Oh My God,2U12JbtnFSYa5Av5wEcEDX,76,0.696,0.565,-7.237,0.0605,0.652,2.02E-06,0.599,156.11
A Boogie Wit da Hoodie,Mood Swings,0VZe8C7xgAIQC0E0qEVIEh,72,0.941,0.676,-5.54,0.0936,0.211,4.64E-06,0.93,120.073
Rod Wave,Thief In The Night,0KiNOg34ipQmDaLPBkx5hM,63,0.505,0.657,-8.12,0.184,0.178,0,0.276,87.972
Stunna 4 Vegas,DO DAT (feat. DaBaby & Lil Baby),6eluAsb2ONjZ6tXFp062LZ,71,0.887,0.601,-6.301,0.434,0.0212,0,0.694,134.91
Trippie Redd,The Way,54JD6jMGpa3tLAgkSYdLwf,72,0.789,0.564,-9.513,0.166,0.17,1.03E-05,0.52,145.97
Mac Miller,Once A Day,26G5nmIx7Yvq79bIIluyZV,73,0.762,0.054,-16.735,0.0503,0.947,0,0.339,96.838
Meek Mill,Letter To Nipsey (feat. Roddy Ricch),0j2CNrgtalXRGIvHMO2vzh,72,0.744,0.702,-6.255,0.288,0.264,0,0.338,91.885
Sam Smith,To Die For - Madism Remix,0lV1nrpDhrDtCQNsnjIr3v,42,0.596,0.657,-5.108,0.0387,0.646,0,0.321,102.054
Sam Smith,To Die For - Blinkie Remix,5yf3v8O1ezcqrZhzQanwaI,35,0.762,0.887,-3.763,0.0954,0.189,3.40E-05,0.492,124.036
Sam Smith,To Die For - Y2K Remix,4INplOdCtZ1pLAKEX28iJs,31,0.679,0.65,-4.291,0.168,0.0645,0.00129,0.727,170.033
Sam Smith,To Die For - Acoustic,4DyYFJt4ihkt5cRU5TC3Hx,0,0.586,0.255,-9.915,0.0388,0.967,0.000111,0.313,85.057
Aminé,Shimmy,7iG6aXHLFg9tBzP6OIyuJa,73,0.467,0.879,-4.372,0.483,0.373,0,0.795,172.783
Five Finger Death Punch,A Little Bit Off,6GqqGv8frU7kqzXkm2rewI,70,0.665,0.832,-6.039,0.0402,0.00856,0,0.802,103.985
Tame Impala,Instant Destiny,6WCXBUFa0z3l9DoOY3k5Xe,74,0.381,0.829,-4.564,0.0598,0.0226,0.000274,0.509,165.935
Eminem,Little Engine,4qNWEOMyexn7b8Icyk29t9,75,0.769,0.811,-4.162,0.228,0.0234,0,0.76,155.081
Mac Miller,That's On Me,0udOCZp7yk0Ml92C0k8H8D,72,0.583,0.499,-10.086,0.0261,0.591,0.0104,0.342,155.199
A Boogie Wit da Hoodie,Cinderella Story,18AIesWCXvIbXu8RqQw1E1,72,0.639,0.571,-7.332,0.511,0.272,0,0.569,88.047
Dixie Chicks,Gaslighter,4BR0bp4qHX1lcBM2HtnoIm,70,0.681,0.728,-7.317,0.0513,0.00624,0,0.693,131.017
Eminem,Farewell,74gykWHknHDrg4eMdcmdRq,76,0.89,0.664,-6.625,0.106,0.00487,0,0.467,93.007
Lil Tecca,All Star (with Lil Tjay),3nQOSV5FCRsHZronrjKFJ4,0,0.805,0.627,-6.081,0.152,0.308,0,0.51,130.003
YoungBoy Never Broke Again,Fine By Time,0KVEBQA98JvkmB5ZydQ13k,69,0.506,0.787,-6.634,0.161,0.254,0,0.333,99.956
Daddy Yankee,Definitivamente,113PlnpZbHd3WIqeYjhZWv,84,0.813,0.764,-3.39,0.105,0.586,0,0.429,100.047
Meek Mill,Believe (feat. Justin Timberlake),6fvqvUQr12qghH4N8gpAch,74,0.628,0.75,-5.219,0.14,0.142,0,0.374,87.008
G Herbo,By Any Means,5OoQo1NhMJlvHr0E6pU4Cy,66,0.782,0.927,-4.741,0.425,0.275,0,0.67,140.029
Blueface,Holy Moly (feat. NLE Choppa),5PJG9oWJf6oL8bVeUadimQ,69,0.849,0.586,-8.178,0.476,0.121,0,0.535,123.939
A Boogie Wit da Hoodie,DTB 4 Life,4CXSzoyTD2MmedFArsSIUp,72,0.566,0.676,-6.05,0.128,0.00905,0,0.123,84.683
Eminem,Stepdad,3QVHSV8YKYq4L8tI5rnFgj,76,0.779,0.805,-3.121,0.178,0.018,0,0.557,145.68
Lil Tecca,IDK,1tdofYaObJtffeWsCFrg04,72,0.68,0.58,-7.641,0.287,0.0264,0,0.636,79.847
G Herbo,Glass in the Face,414fIBz9pQgFWkKwSFbMQH,65,0.796,0.727,-4.598,0.235,0.235,0,0.299,109.334
Sia,Under the Milky Way,0KxqC4r0FrtTKQQ2zdXVYF,0,0.5,0.59,-9.381,0.0276,0.0724,0.064,0.405,140.905
Alicia Keys,Underdog,3FGiFUJRRp5RGikVrs6kig,79,0.655,0.722,-4.726,0.048,0.556,0,0.298,90.099
A Boogie Wit da Hoodie,Another Day Gone (feat. Khalid),63dg6LdBGxa0QA93M2snLA,71,0.643,0.608,-8.446,0.152,0.0984,0.000101,0.564,156.974
YG,Konclusions,5SON8GFVi5chitOTgM8QIe,71,0.686,0.614,-7.897,0.36,0.103,0,0.355,90.634
Tiny Meat Gang,Broke Bitch,0aZgW8Nzg38hN00pEFyIEj,72,0.798,0.557,-7.4,0.175,0.0186,0.000947,0.526,174.006
Yo Gotti,Weekend (feat. Moneybagg Yo),53D5TZhptGDDirr0WJFsD2,71,0.972,0.55,-4.404,0.0614,0.0493,0,0.61,111.03
Glass Animals,Your Love (Déjà Vu),5DYD4zlGiFlkpLaf2Bk8Vl,73,0.854,0.671,-7.158,0.0543,0.019,0.383,0.631,107.994
Eminem,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",5mZXWEH2eh8zMZGCxT5aW0,75,0.458,0.966,-2.107,0.384,0.14,0,0.356,183.586
Eminem,Never Love Again,40YbWniIEmqy6s58fYXLUh,75,0.747,0.899,-5.125,0.246,0.1,0,0.581,92.029
G Herbo,Lawyer Fees,6mABK96naF062FmZEs7lr3,64,0.815,0.546,-5.053,0.172,0.176,0,0.182,141.074
Eminem,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",3CJbxqRQ0JNCqboWDNUUeX,75,0.635,0.543,-5.941,0.067,0.0454,0.000678,0.036,98.743
DripReport,Skechers,4z2JaAVPemYJhFKm7e32RA,76,0.907,0.332,-9.828,0.0836,0.326,0.0168,0.277,99.998
KSI,Wake Up Call (feat. Trippie Redd),5MYzajZVxBaPT2JUSRa99L,77,0.641,0.669,-5.774,0.0486,0.321,0,0.228,156.081
YoungBoy Never Broke Again,RIP Lil Phat,5YEAvnL3klXUE7etBXvMlp,69,0.652,0.798,-5.347,0.333,0.157,0,0.608,169.857
A Boogie Wit da Hoodie,Blood On My Denim,0LHWHUcUYhFAUkCt2q4Gad,71,0.842,0.52,-6.51,0.122,0.386,0,0.482,109.008
Olivia Rodrigo,All I Want,1v6svH1Fyx9C1nIt1mA2DT,75,0.376,0.43,-6.585,0.0328,0.0902,0,0.129,77.599
PARTYNEXTDOOR,SPLIT DECISION,1qSvHT5TtWggAuGVWEFKo8,68,0.38,0.274,-13.106,0.169,0.854,0.000685,0.27,178.027
Mac Miller,Hands,6CrnvqCxBKVWahSiQwOesM,71,0.739,0.627,-8.608,0.171,0.0459,0,0.542,74.962
Tame Impala,It Might Be Time,558ubozatFQlweufvHa3Ip,73,0.585,0.781,-3.808,0.0457,0.021,0.000187,0.336,115.946
Lewis Capaldi,Before You Go - Live From The Capitol Rooftop,31dkppjVA93QV8X2zuKwRd,3,0.528,0.198,-9.118,0.0381,0.883,0,0.362,104.166
Lewis Capaldi,Before You Go,7aTF5l8XOQY1jcxsk263gJ,4,0.459,0.575,-4.858,0.0573,0.604,0,0.183,111.881
Tame Impala,Tomorrow's Dust,666PdikRnUzdvjT9p5wWND,73,0.616,0.804,-5.568,0.0427,0.0124,0.0998,0.627,99.002
Tame Impala,On Track,0IuE6FnXPCdZ8NLuuvJRhb,72,0.388,0.648,-5.578,0.038,0.116,4.19E-06,0.112,163.861
Chelsea Cutler,Sad Tonight,2NPQbiRn9f5JWlCgNLNZJn,71,0.71,0.728,-7.581,0.275,0.313,1.69E-05,0.459,104.999
Selena Gomez,Crowded Room (feat. 6LACK),2C0hTkdEoikhKzDCJl32QZ,74,0.724,0.415,-8.408,0.0518,0.764,2.51E-06,0.328,89.999
YoungBoy Never Broke Again,Bat Man,6fEdWrEYspdneQMNIT33I4,68,0.782,0.67,-4.332,0.358,0.118,0,0.745,172.006
Alec Benjamin,The Book of You & I,6goVVcwzy7RtZdytF5XADW,68,0.515,0.387,-6.237,0.0322,0.909,0,0.487,103.224
G Herbo,Party in Heaven,4xcUqccvJWWJ9aw11npXiD,63,0.615,0.672,-4.966,0.329,0.009,0,0.308,83.312
MARINA,About Love - From The Netflix Film “To All The Boys: P.S. I Still Love You”,4XII12nbsvJblXfG1I2QR4,74,0.636,0.758,-5.567,0.0427,0.331,1.01E-05,0.281,97.025
Myke Towers,Diosa,3JHpk0DOTOzyh0777JFAky,87,0.801,0.745,-3.733,0.063,0.398,0.00603,0.245,104.965
ZICO,Any song,1iIhGHzzrzqQfuNkFI2qAn,81,0.874,0.787,-2.416,0.129,0.118,0,0.896,108.007
G Herbo,Intro,0jB8Q0RsP7uSjY3hKCYR8v,63,0.643,0.834,-4.442,0.321,0.00927,0,0.375,176.367
A Boogie Wit da Hoodie,Hit 'Em Up (feat. Trap Manny),7ExiKb3YCTGpaLPtFKzYUk,70,0.506,0.591,-8.428,0.386,0.258,0,0.752,169.752
Blueface,Obama (feat. DaBaby),5rvnBFgJFyZgMJbwQTyBeF,71,0.912,0.587,-7.909,0.449,0.169,0,0.563,134.874
LoveLeo,BOYFREN,3WmgMoWZ1E5yNyn2aUzWAr,73,0.846,0.363,-7.328,0.0607,0.246,0.0137,0.674,79.927
Sebastian Yatra,Como Mirarte,1ER3dDBp00fmVteoRGBgAV,0,0.306,0.354,-7.365,0.0339,0.69,0,0.202,79.102
Sebastian Yatra,Devuélveme El Corazón,6f8y4qAQ490es6V1F4nN4p,0,0.514,0.792,-6.864,0.118,0.0919,0,0.29,76.892
Five Finger Death Punch,Darkness Settles In,6RksBSj5fFtPkUnL2EE0oe,65,0.334,0.933,-4.49,0.09,0.00732,0,0.18,132.812
G Herbo,Gangbangin,5kfbhpRizGJvXAwvYXtkyD,62,0.778,0.698,-4.241,0.257,0.0415,0,0.393,76.444
Avicii,Last Dance - Radio Edit,19cspknM4zwMw6Nr9aeXcT,0,0.519,0.822,-5.149,0.0362,0.000364,0.286,0.158,127.973
A Boogie Wit da Hoodie,Calm Down (Bittersweet) [feat. Summer Walker],1U5pPF8f6APVCoc6t2KfIB,71,0.579,0.612,-4.685,0.111,0.221,0,0.425,133.366
Five Finger Death Punch,Inside Out,163Kb2pSLLduhfbO6Zn0sL,65,0.476,0.991,-2.855,0.15,0.00191,0,0.202,82.997
Trevor Daniel,Past Life,3JjY4IgdeK1w8qMBm0yWyw,66,0.583,0.627,-5.882,0.0343,0.144,0,0.535,159.921
Anne-Marie,Birthday,5hff5RQeE84pznOt8WEWeO,80,0.609,0.785,-3.32,0.0891,0.0502,0,0.756,151.995
Martin Garrix,Drown (feat. Clinton Kane),4RVtBlHFKj51Ipvpfv5ER4,78,0.573,0.739,-5.455,0.0581,0.212,0,0.363,120.077
G Herbo,Death Row,0UTJgNxhxWIBbREX4ayaqT,62,0.782,0.639,-6.292,0.258,0.0602,0,0.194,91.011
G Herbo,In This Bitch,0JGncW3IHWA9TFQyhgLESH,61,0.751,0.515,-8.96,0.355,0.0315,0,0.662,145.355
G Herbo,High Speed,5rcMl6eqzMiAp5zJ2s4Dhq,61,0.617,0.772,-3.035,0.403,0.275,0,0.453,107.466
YoungBoy Never Broke Again,Long RD,4RhRDVXc3xFojyyjyh1jmN,68,0.768,0.565,-7.203,0.0525,0.143,0,0.307,129.866
Five Finger Death Punch,To Be Alone,5utdbEzP9dUyrEaayHfVM5,64,0.436,0.963,-3.436,0.06,0.000286,0,0.358,92.037
Five Finger Death Punch,Living The Dream,2gsxeJnGbJQkBddBDr0UTV,64,0.416,0.988,-3.466,0.113,0.000839,0,0.47,174.995
Dustin Lynch,Good Girl,3NgcaTIgVh77DdwAInp996,69,0.711,0.696,-5.05,0.0871,0.16,0,0.694,80.512
Five Finger Death Punch,Bottom of The Top,4MCko2lInqpb0hKRZxRdGz,63,0.524,0.989,-3.758,0.0651,0.000157,1.25E-06,0.488,102.004
Rauw Alejandro,Tattoo,7na7Bk98usp84FaOJFPv3d,85,0.755,0.617,-5.144,0.182,0.0217,0,0.745,193.896
Five Finger Death Punch,Full Circle,76CWLFHm3OFuE2P1dDMhi3,64,0.495,0.993,-3.014,0.145,0.000151,0,0.29,149.912
G Herbo,Feelings,3F4hYChWyAeAjZ4UqhI8jo,61,0.654,0.809,-4.717,0.393,0.0871,0,0.481,89.796
Surfaces,Good Day,5vu5o6RUJ2YiXv3LaPDYIF,60,0.906,0.541,-6.947,0.0415,0.557,1.90E-06,0.788,124.998
Five Finger Death Punch,Brighter Side of Grey,4tW57waWtNZF2CnhQEjPBq,62,0.538,0.961,-3.496,0.0536,0.00646,0,0.427,124.002
Pop Smoke,Invincible,792HwhrdO3ErRKL5yRe4Ge,72,0.548,0.732,-5.652,0.336,0.125,0,0.612,142.791
Eminem,Alfred - Interlude,4EmunTy7kNBYQivOa8F6b8,73,0.429,0.231,-20.43,0.402,0.878,0,0.914,74.545
Surfaces,Sky Interlude,4NI2IajOHu1b55CdhCLLzd,56,0.746,0.575,-8.935,0.0432,0.312,0.479,0.727,125.037
Five Finger Death Punch,Inside Out (Radio Edit),63rAI9RSoPiGXWG9Tu47I2,59,0.342,0.988,-3.339,0.163,0.00357,0,0.228,82.857
H.E.R.,Sometimes,2m0pzukUN2eFutFjnXNFXF,69,0.54,0.617,-7.56,0.0723,0.043,0.000854,0.369,151.838
Sam Hunt,Hard To Forget,73nVXVgoqOuZfdbtONnWVE,68,0.689,0.689,-5.517,0.045,0.23,0,0.664,130.069
Conan Gray,The Story,1aQqtnz30d2vAG54XFNpu0,71,0.542,0.299,-10.379,0.0305,0.817,0,0.274,141.917
Brent Faiyaz,Fuck The World (Summer in London),2CzUlaKN1mvb0szagSR3ux,69,0.679,0.281,-15.505,0.203,0.875,0.00305,0.233,74.997
Luke Bryan,One Margarita,6NhS5LwYbJ6xD7BGvlWRJO,0,0.641,0.842,-4.872,0.0464,0.0969,0,0.738,89.997
Julia Michaels,Uh Huh,0aCD3BlCSejUxhItQiLIxy,0,0.768,0.677,-4.868,0.206,0.139,0.000111,0.516,137.961
Trippie Redd,How I Was Raised,4U6wcrY9UaHmxx8aUQ6KeX,69,0.633,0.687,-5.059,0.0726,0.0833,0,0.486,160.035
Russ,NIGHTTIME (Interlude),1LErJ8H8vJK9uJi66zlvbw,70,0.823,0.556,-5.883,0.118,0.34,0.00121,0.879,142
Dalex,Mejor,1mF6sMUsRU9MisrdB9qWvg,82,0.524,0.577,-4.501,0.18,0.185,0,0.19,175.396
A Boogie Wit da Hoodie,R.O.D.,5AmzfSxCIOPxPmppoHrr12,69,0.596,0.547,-6.207,0.335,0.567,0,0.611,90.059
Tame Impala,One More Hour,0mO6oS60RST2sWmN2FKknP,70,0.647,0.398,-8.63,0.0283,0.108,0.107,0.32,102.029
Niall Horan,"Lover - Recorded at Air Studios, London",3PgxWUQc4HJoQMj5Kp5Mcd,65,0.533,0.297,-8.443,0.0446,0.459,1.25E-06,0.118,130.344
Christian Nodal,Se Me Olvidó,5Xitt5a5uLQ1QtYdFxmi9e,79,0.647,0.554,-3.14,0.032,0.348,0,0.737,141.823
Olivia Rodrigo,"Just for a Moment - From ""High School Musical: The Musical: The Series""",5Yc2A0YtK6PaXT8J1MQ0Rd,69,0.519,0.503,-6.239,0.0442,0.215,0,0.364,89.174
Key Glock,Dough,2rw5cbtHTyzy8iruujD28d,67,0.876,0.463,-6.607,0.289,0.00166,0.000492,0.32,162.951
Kodak Black,Because Of You,75N0cen8wTAlL5nPFprGoE,68,0.474,0.573,-4.754,0.225,0.303,0,0.154,85.669
Selena Gomez,Vulnerable,11OwAR3GlBj9E35Cznf7Lj,74,0.695,0.573,-8.882,0.167,0.132,0.000137,0.38,100.031
Tame Impala,Glimmer,1unBUyjeQUDiJ8N89XiDrr,70,0.673,0.627,-8.469,0.0377,0.136,0.424,0.761,117.911
EVERGLOW,DUN DUN,3CyCjgTHFzqucmECajq8QA,79,0.692,0.881,-2.563,0.0461,0.0457,4.26E-06,0.433,103.055
Luh Kel,Y.O.U.,45RdkQ34Kzn9GY1InYjIsA,69,0.569,0.687,-5.611,0.168,0.354,0,0.495,92.724
The Pussycat Dolls,React,0GWYApQBwErVPkyXYCTJjI,77,0.745,0.74,-5.719,0.0697,0.116,0,0.544,120.014
Brett Kissel,Drink About Me,1kC07qGOyx8w7ON5k8xHOp,66,0.578,0.796,-4.232,0.0326,0.274,0,0.412,121.852
Moneybagg Yo,1 2 3 (feat. Blac Youngsta),27KSwBOQTjGWt2Fe8fNAwq,66,0.947,0.58,-7.635,0.46,0.027,0,0.778,127.046
Tones And I,Never Seen The Rain,3FHLkTWV2QvC8J0YhX4muT,76,0.672,0.464,-5.624,0.037,0.43,0,0.271,92.069
A Boogie Wit da Hoodie,Good Girls Gone Bad,76MqbWX5us3UmGJImualTj,68,0.678,0.674,-6.175,0.0687,0.0849,0,0.417,119.195
YoungBoy Never Broke Again,Suited Panamera (feat. Quando Rondo),37LWyqxXEUrjMxrhPlAiNF,66,0.6,0.654,-4.8,0.222,0.488,0,0.419,157.8
bbno$,mememe,0ySgIyZHnCBV9UFk36T8Ce,0,0.975,0.387,-10.892,0.293,0.0518,0,0.589,112.06
Calboy,Givenchy Kickin (feat. Lil Baby & Lil Tjay),2s6nFAzZLRAbKS9NKV7Mos,69,0.798,0.629,-6.405,0.07,0.077,0,0.261,142.079
Disclosure,Tondo,23PIMIlFx1FeiCmmIf1RgZ,65,0.675,0.92,-7.153,0.054,0.0123,0.114,0.841,132
Denzel Curry,DIET_,1AzqpMy3yLYNITSOUrnL8i,69,0.724,0.771,-6.208,0.369,0.0889,0,0.867,90.565
Wiz Khalifa,"Speed Me Up (with Ty Dolla $ign, Lil Yachty & Sueco the Child)",15eWNa3kpCPKILbSvvzSWl,71,0.776,0.844,-5.296,0.0483,0.00177,0.0273,0.542,149.987
Snoop Dogg,I Get Lifted,0FpdYHIMHFXHaklkoc3nHq,0,0.769,0.676,-5.62,0.148,0.00422,0,0.752,96.053
Melanie Martinez,Copy Cat (feat. Tierra Whack),4AhAT2GxKdNYWc5bmdoAES,71,0.714,0.454,-8.899,0.166,0.618,0,0.81,175.537
Brent Faiyaz,Clouded,2J6OF7CkpdQGSfm1wdclqn,68,0.556,0.344,-8.765,0.0585,0.774,0,0.579,65.508
Tyla Yaweh,High Right Now (feat. Wiz Khalifa) - Remix,5DPASDOoVakOcD8EIhb46T,71,0.737,0.548,-7.003,0.0498,0.0127,9.76E-06,0.156,160.058
BTS,Boy With Luv (Feat. Halsey),1ZpFxOhpzT1MDCq7zjtOV1,74,0.645,0.862,-4.757,0.0965,0.0923,0,0.798,119.991
Quando Rondo,Bad Vibe (feat. A Boogie Wit da Hoodie & 2 Chainz),1GqluCmHkW69FPpe8OlnB5,70,0.833,0.614,-4.842,0.17,0.13,0,0.389,100.03
A Boogie Wit da Hoodie,Right Back,4NY4FeAJyTd0fkkMI0POPn,68,0.632,0.697,-4.659,0.438,0.128,0,0.526,83.505
The 1975,Me & You Together Song,4AQzk2yNWKs6sYhZi6NzVN,73,0.272,0.763,-5.861,0.0348,1.65E-06,0.00157,0.394,107.388
Dustin Lynch,Thinking 'Bout You (feat. Lauren Alaina),6NebrV4ZigAoXIRbe11hxh,67,0.394,0.747,-4.446,0.0627,0.13,0,0.776,203.918
dvsn,A Muse,7AOIpGjtubeC0uSiMEhOyR,70,0.774,0.391,-6.753,0.165,0.646,0.00165,0.42,134.057
YoungBoy Never Broke Again,How You Want It,3ug164pc9RGmq4TM6x61vJ,66,0.537,0.651,-6.49,0.249,0.0366,0,0.288,150.277
Alec Benjamin,Demons,42MwPTHQWWe4WUNwvdUh6Q,73,0.708,0.489,-7.608,0.0366,0.665,0.000138,0.771,142.925
YoungBoy Never Broke Again,Okay,7HjRPlzOwN72D8gjn9zURA,66,0.684,0.64,-5.035,0.336,0.343,0,0.47,159.874
Pop Smoke,Wolves (with NAV),1dnsojUNfvhiztcITLzruj,71,0.836,0.627,-4.377,0.197,0.143,0,0.652,142.99
The 1975,The Birthday Party,3qZwJ1SiY32JW70JqgiFbY,73,0.639,0.468,-9.736,0.0317,0.075,0.374,0.521,134.077
Calboy,Barbarian (feat. Lil Tjay),5NAheKWXXFvj86udnCMiYD,68,0.667,0.648,-7.838,0.152,0.135,0,0.579,149.927
Kelsea Ballerini,hole in the bottle,2EzFVkHWMMWmdwW08AlCK8,61,0.478,0.873,-3.637,0.122,0.0486,0,0.739,104.365
BTS,Intro : Persona,2BgZrbbAZxSnyE7U5efVrG,74,0.469,0.87,-4.475,0.342,0.0278,0,0.652,86.622
Bryce Vine,Baby Girl,6DNTJAvdyDwkmiPm2Wl8At,65,0.86,0.592,-8.606,0.0861,0.166,0.000609,0.621,107.016
YoungBoy Never Broke Again,No Understand,0Fj1NN9QtXbSmNS46BexHg,66,0.528,0.557,-7.664,0.518,0.238,0,0.528,77.289
Louis The Child,Every Color (with Foster The People),5wrmiwRiM8v52XuVElTm0k,66,0.771,0.747,-4.858,0.059,0.018,0.0024,0.333,124.985
Natanael Cano,El Jr,6YsDfez6IKixqRmqOddsQf,56,0.638,0.795,-6.229,0.0332,0.574,0,0.923,114.343
YoungBoy Never Broke Again,Call Me Late,1m5ThpiPCchWtaBIAnNfz8,66,0.736,0.594,-6.459,0.38,0.336,0,0.905,163.948
Dalex,Perfume,2r5AwzCIgWw57ZYXuSIji6,70,0.844,0.866,-3.029,0.107,0.251,4.88E-05,0.818,91.998
Meghan Trainor,Nice to Meet Ya (feat. Nicki Minaj),5HqRQwSAPAgJBQ3bhtpUTg,73,0.753,0.561,-6.279,0.333,0.0111,0.0266,0.539,192.037
BTS,Make It Right,1OqkHhYOcqfwYx7LqlAE8Y,73,0.638,0.703,-7.874,0.444,0.0104,0,0.261,105.766
TisaKorean,The Mop,222CYzFdozaJ8D7TL0Eo0u,66,0.846,0.324,-12.434,0.667,0.0107,0,0.399,143.988
The Strokes,Bad Decisions,6e2pJqucDMxbp061B40r6O,72,0.377,0.922,-3.4,0.056,0.0136,0.204,0.394,153.404
BTS,Jamais Vu,5oXdWFCLkBX5XmGbTrlK40,73,0.608,0.47,-6.73,0.0428,0.226,0,0.241,81
Marshmello,Crusade,29Dvkvp7Wgd1VJdDvVJlvf,70,0.618,0.98,-0.842,0.0777,0.0266,0.516,0.488,140.003
Maluma,Qué Chimba,0rIZ49wxDf8H2LXOKmAMW5,0,0.725,0.949,-3.416,0.0814,0.0112,0.00196,0.581,128.001
Delacey,Cruel Intentions,7E91ECLi2J4L21tEX0RBHn,72,0.677,0.878,-3.497,0.213,0.0883,0,0.227,90.048
Gorillaz,Momentary Bliss (feat. slowthai and Slaves),5zZWKugaE2ZmnZN77HVfUH,67,0.641,0.807,-6.73,0.239,0.0851,2.38E-05,0.712,158.071
Trippie Redd,I Love You,6gQ2zRxHeWH3gKRV541A4c,67,0.732,0.736,-3.916,0.0344,0.0699,0,0.472,142.976
Pop Smoke,Mannequin (feat. Lil Tjay),5eJpwQyirY5EEdNadHKRAM,70,0.683,0.799,-5.923,0.3,0.456,0,0.752,145.128
Disclosure,Expressing What Matters,3FeVszrXFJCEcmbYWBZtRQ,60,0.781,0.814,-8.164,0.0916,0.0148,0.838,0.736,119.993
Selena Gomez,Ring,11Ey4yJVeWEsA73KjACkVY,73,0.873,0.51,-5.35,0.0661,0.565,3.13E-06,0.871,110.953
Steve Aoki,Maldad (with Maluma),35HXnvswjdVWjQRmqtXPJD,77,0.598,0.809,-4.168,0.138,0.00179,8.41E-05,0.653,104.784
David Guetta,Detroit 3 AM - Radio Edit,4d42DsNHiQipjONbwTYyEc,66,0.554,0.889,-6.635,0.0643,0.000285,0.911,0.0605,125.016
Ellie Goulding,How Long Will I Love You,7lFcY98lzByCAR84J4tGKP,0,0.512,0.304,-9.19,0.0318,0.295,0.000622,0.172,126.078
$NOT,Moon & Stars (feat. Maggie Lindemann),5Kjz86OFAoN6D4kF1BTSEc,67,0.713,0.47,-8.698,0.0864,0.606,1.35E-05,0.0825,84.518
BTS,Dionysus,2SytGgja3g2R2N9lzV6n3E,73,0.502,0.91,-2.769,0.107,0.04,0,0.588,176.084
King Von,Took Her To The O,0kSnpKOS1bUguBGe2z661G,66,0.86,0.62,-6.465,0.375,0.00335,0,0.479,159.98
Sia,Original (from Dolittle),0YoquWDxpwAq8jFPj3K8wp,74,0.677,0.551,-6.107,0.0323,0.00315,0.00576,0.44,96.014
OneRepublic,Kids - Acoustic,5wjwnHshfiqFncQSCOd0kF,0,0.649,0.792,-6.976,0.0373,0.194,0,0.442,99.983
Arizona Zervas,ROXANNE - Remix,5hC7h0yWVMkxhLbNXCscBR,70,0.696,0.663,-5.662,0.108,0.0273,0,0.423,175.075
A Boogie Wit da Hoodie,Streets Don't Love You,5IhS1ig4KRhO4TXH3uspCa,68,0.549,0.456,-10.5,0.55,0.65,0,0.297,117.284
Carnage,Hella Neck,2wBB2KKqtuK1fcxAiqbCSZ,69,0.906,0.366,-8.92,0.395,0.231,0,0.238,95.007
Brent Faiyaz,Been Away,5PvVkf1Yuq3XyMqqjPiKPd,67,0.602,0.5,-9.377,0.296,0.477,5.69E-05,0.395,132.8
YBN Nahmir,Talkin,1oxiu1OY6PHkJtakt4vKdX,67,0.882,0.625,-8.878,0.293,0.0677,0,0.935,129.965
Tones And I,Bad Child,1qCmZnC1FUpNgOydIzqIPC,0,0.756,0.554,-4.24,0.0342,0.402,0,0.596,117.992
Tones And I,Can't Be Happy All The Time,3Cwx1w1QYOuMOlx7xDmLcQ,0,0.463,0.24,-6.448,0.0606,0.541,0,0.245,84.175
Myke Towers,La Playa - Remix,70zg99pT51vB4wlMS7e4q7,81,0.775,0.633,-3.332,0.133,0.201,0,0.394,140.008
Alec Benjamin,Mind Is A Prison,2jqbRD4UROF0sGGEFZYi0f,49,0.636,0.661,-5.217,0.05,0.527,0,0.694,151.148
